x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175
1,1,5,4,3,1,1,4,6,3,7,2,4,1,2,4,1,1,2,2,4,3,1,3,1,2,5,2,7,1,1,2,1,1,1,5,5,7,6,6,1,1,1,2,6,1,6,1,7,1,5,6,3,6,2,1,1,6,7,6,1,6,5,5,4,4,3,5,3,4,2,6,3,1,7,7,4,5,2,3,1,7,6,1,5,1,6,3,1,4,3,1,6,3,6,5,6,5,1,1,1,2,2,1,5,1,1,1,1,1,2,1,1,6,1,2,2,1,5,3,2,3,5,6,3,1,1,1,1,1,4,7,3,6,4,2,2,5,3,1,4,4,1,5,6,6,1,3,1,4,1,2,3,4,1,2,1,3,2,2,1,1,3,6,2,1,2,1,6,3,2,6,2,3,2
2,4,1,3,5,4,3,2,5,1,2,1,2,2,6,4,3,2,3,1,1,6,1,7,1,4,7,5,1,4,6,4,3,3,2,4,1,4,1,3,3,2,2,1,1,2,6,7,4,6,1,3,6,7,1,4,6,1,1,1,3,2,2,1,1,6,6,1,1,1,1,4,1,1,6,4,5,6,2,1,1,1,4,1,1,2,5,7,4,1,3,2,4,6,2,2,4,4,6,5,3,5,1,3,1,1,1,2,2,5,1,4,2,5,3,3,4,1,4,1,4,6,2,4,2,1,1,2,1,2,1,2,2,5,2,4,2,3,1,2,2,5,1,1,1,4,1,5,5,1,3,6,1,1,6,7,1,1,7,1,1,3,4,1,1,6,2,4,1,3,6,1,1,5,3
7,3,1,6,1,4,5,1,1,2,6,1,5,2,7,1,1,2,4,1,7,6,1,3,3,4,1,2,3,5,2,7,2,1,4,5,1,2,2,5,3,1,3,3,3,1,6,1,5,7,3,2,3,5,5,1,6,2,2,6,2,3,1,5,2,5,7,5,2,4,7,3,3,1,1,2,1,5,5,1,7,1,3,2,3,3,1,2,1,1,1,2,6,1,2,4,1,3,2,1,5,7,1,6,7,4,6,3,1,5,3,4,1,3,6,5,6,6,4,6,6,1,3,3,4,4,1,2,5,7,4,6,1,2,3,7,1,4,1,3,6,3,6,5,1,6,1,4,2,2,1,3,6,7,5,2,7,1,1,3,5,1,3,3,3,5,1,5,5,2,2,6,3,4,5
3,5,1,2,1,1,2,6,7,6,1,2,6,3,1,1,1,3,5,5,1,2,3,4,1,4,1,5,1,1,4,6,6,3,1,2,3,5,2,1,2,5,7,4,6,6,6,1,5,4,2,3,1,7,7,5,6,1,2,1,6,3,1,3,2,5,2,1,7,3,2,1,1,2,6,2,1,2,7,1,1,6,2,6,1,4,1,4,7,4,1,2,1,4,1,1,5,2,4,3,1,4,1,2,1,2,2,2,1,3,1,2,1,1,2,6,5,7,1,3,5,1,5,1,1,2,1,3,3,1,6,1,2,1,1,2,3,5,3,2,4,1,5,3,2,6,3,5,3,5,2,1,1,1,1,3,5,5,1,3,1,7,6,4,4,2,3,1,4,5,2,1,3,6,6
5,4,1,1,5,2,2,3,2,1,5,3,2,7,5,2,7,5,3,1,7,7,2,4,1,3,5,2,3,2,2,1,4,4,1,2,4,5,4,1,1,2,2,5,1,2,2,1,5,1,2,3,1,4,1,3,1,3,4,3,7,2,5,1,2,1,1,1,5,6,7,1,7,1,6,1,1,3,1,5,4,1,3,2,3,2,2,2,1,2,1,5,4,6,1,2,2,6,7,3,1,2,6,2,2,1,2,1,4,4,1,1,7,2,5,2,7,1,5,2,1,1,6,1,7,6,3,2,5,4,1,1,1,6,2,1,6,1,3,1,3,1,1,4,1,2,3,5,2,6,1,6,5,1,4,2,7,3,2,4,1,3,1,5,3,3,1,5,2,1,3,4,1,4,2
2,3,1,3,6,5,4,7,1,4,6,1,2,6,3,2,2,6,7,6,1,1,5,1,6,1,5,1,6,4,5,3,5,6,4,1,5,6,1,1,2,3,7,4,1,1,1,5,7,3,1,4,1,2,5,4,1,4,7,7,1,3,2,1,2,2,4,7,1,1,3,3,5,2,1,4,5,1,3,7,6,6,2,6,1,1,1,3,1,2,1,2,1,7,3,1,1,1,1,3,6,1,1,2,1,7,5,3,2,1,7,3,5,1,1,2,3,1,7,4,2,7,2,1,1,1,1,1,1,7,1,4,3,3,1,7,1,1,4,1,5,4,1,6,7,1,5,4,4,1,1,5,4,7,1,6,1,2,5,2,3,7,6,3,2,1,3,1,4,3,4,1,5,3,4
2,1,2,1,3,1,1,6,3,2,4,4,3,2,4,7,4,2,1,1,2,1,4,1,1,3,5,5,3,1,1,1,1,7,1,1,3,1,2,1,1,3,1,1,5,5,2,1,2,2,3,1,1,6,1,5,1,4,1,4,5,1,1,1,6,2,6,2,3,1,5,5,7,2,1,2,6,1,2,7,5,4,1,2,5,2,2,3,6,3,1,4,1,4,7,2,2,2,3,4,3,2,1,1,3,4,7,1,1,2,1,3,1,1,5,1,7,3,5,6,1,1,7,1,2,5,4,4,2,4,2,1,4,5,1,5,7,3,1,4,1,2,5,3,2,6,1,1,2,4,1,3,1,6,1,4,1,1,3,4,1,4,1,1,1,1,1,1,6,6,1,7,3,1,3
1,6,1,1,1,6,1,4,7,7,3,1,3,4,1,6,6,2,7,6,3,1,3,6,1,1,1,6,6,3,4,5,1,5,5,6,4,1,7,6,7,6,5,1,1,3,2,5,3,1,2,3,5,7,1,1,4,1,3,2,2,1,4,7,1,1,5,1,1,2,1,3,1,1,5,2,1,1,2,1,5,4,3,5,7,6,1,4,1,3,1,2,4,1,2,7,1,1,6,3,2,1,3,4,1,1,4,1,1,4,1,4,7,2,3,6,2,1,5,7,2,1,4,1,2,3,2,3,1,3,2,3,1,4,1,1,4,1,1,1,6,1,6,1,5,3,1,6,3,6,1,2,1,3,5,7,1,5,1,2,7,4,3,4,5,3,2,4,1,1,5,1,5,4,3
1,5,2,5,7,1,1,1,2,1,3,1,7,5,1,5,4,1,1,5,3,6,3,2,1,3,4,5,1,3,1,1,3,3,1,3,1,1,1,2,1,1,5,3,4,3,5,3,5,6,7,3,1,2,2,4,6,1,2,7,2,3,2,5,2,5,4,3,5,2,6,2,7,1,4,1,4,2,5,2,2,1,6,2,2,1,3,2,3,4,3,1,6,1,1,6,3,1,3,5,5,2,2,2,1,6,1,6,2,7,7,4,7,1,5,6,3,3,6,2,6,2,3,3,1,4,5,4,6,1,4,1,6,5,6,6,5,6,3,1,1,2,1,2,1,1,5,3,4,1,5,2,3,6,3,3,2,1,6,1,4,6,2,2,2,2,1,1,1,3,2,2,3,1,5
1,4,1,1,1,3,1,6,6,3,5,5,3,7,3,3,7,5,1,7,4,1,1,2,3,2,3,5,1,6,1,2,1,1,2,2,7,7,1,4,3,3,4,1,4,1,5,2,1,3,1,2,4,5,6,1,2,4,1,1,6,6,5,1,5,7,4,1,6,1,1,1,5,1,1,4,2,3,5,1,3,1,1,1,4,7,5,4,2,1,5,7,2,1,4,1,2,5,2,1,1,1,1,2,2,1,3,3,7,1,1,1,4,1,3,7,1,3,1,2,3,7,2,1,1,4,7,1,5,3,2,2,1,3,1,2,1,3,1,4,1,5,4,1,1,1,2,1,4,6,2,1,6,1,4,1,1,7,1,7,3,3,3,4,4,6,1,3,2,5,6,1,5,2,1
1,5,3,5,3,2,4,3,1,2,2,4,1,6,1,2,1,6,2,4,4,3,2,7,4,4,1,1,3,1,2,6,7,6,1,1,1,2,5,1,5,1,2,4,7,1,6,4,2,6,1,2,1,1,4,7,1,1,1,2,1,4,1,3,3,7,1,3,2,6,4,1,7,5,5,7,1,7,2,1,2,5,6,7,2,5,4,6,2,3,2,4,4,1,2,1,2,6,2,3,3,5,1,4,6,7,2,1,4,5,4,4,3,3,2,5,1,1,2,6,7,1,6,3,2,3,2,5,7,2,1,1,3,2,5,1,1,1,4,6,1,6,3,1,3,4,2,4,1,2,1,2,7,1,1,1,2,6,1,3,1,6,6,6,1,1,2,6,7,1,4,3,2,1,4
